排名	学校名称	学校英文名	国家/地区
1	麻省理工学院	Massachusetts Institute of Technology (MIT)	美国
2	斯坦福大学	Stanford University	美国
3	加州大学伯克利分校	University of California, Berkeley (UCB)	美国
4	加州大学洛杉矶分校	University of California, Los Angeles (UCLA)	美国
5	剑桥大学	University of Cambridge	英国
6	南洋理工大学	Nanyang Technological University, Singapore (NTU)	新加坡
7	清华大学	Tsinghua University	中国
8	哈佛大学	Harvard University	美国
9	帝国理工学院	Imperial College London	英国
10	苏黎世联邦理工学院	ETH Zurich - Swiss Federal Institute of Technology	瑞士
11	牛津大学	University of Oxford	英国
12	新加坡国立大学	National University of Singapore (NUS)	新加坡
13	东京大学	The University of Tokyo	日本
14	洛桑联邦理工学院	Ecole Polytechnique Fédérale de Lausanne (EPFL)	瑞士
15	加州理工学院	California Institute of Technology (Caltech)	美国
16	佐治亚理工学院	Georgia Institute of Technology	美国
17	韩国高等科技学院	KAIST - Korea Advanced Institute of Science & Technology	韩国
18	伊利诺伊大学厄本那-香槟分校	University of Illinois at Urbana-Champaign	美国
19	东京工业大学	Tokyo Institute of Technology	日本
20	首尔国立大学	Seoul National University	韩国
21	德克萨斯大学奥斯汀分校	University of Texas at Austin	美国
22	北京大学	Peking University	中国
23	卡耐基梅隆大学	Carnegie Mellon University	美国
23	马来亚大学	Universiti Malaya (UM)	马来西亚
25	密歇根大学安娜堡分校	University of Michigan	美国
26	瑞典皇家理工学院	KTH Royal Institute of Technology	瑞典
27	国立台湾大学	National Taiwan University (NTU)	台湾
27	普林斯顿大学	Princeton University	美国
29	香港科技大学	The Hong Kong University of Science and Technology	香港
30	国立清华大学	National Tsing Hua University	台湾
30	多伦多大学	University of Toronto	加拿大
32	哥伦比亚大学	Columbia University	美国
32	香港中文大学	The Chinese University of Hong Kong (CUHK)	香港
34	香港大学	The University of Hong Kong	香港
35	墨尔本大学	The University of Melbourne	澳大利亚
36	奥尔堡大学	Aalborg University	丹麦
37	上海交通大学	Shanghai Jiao Tong University	中国
38	加州大学圣地亚哥分校	University of California, San Diego (UCSD)	美国
39	康奈尔大学	Cornell University	美国
39	代尔夫特理工大学	Delft University of Technology	荷兰
41	慕尼黑工业大学	Technical University of Munich	德国
42	普渡大学西拉法叶分校	Purdue University	美国
43	国立交通大学	National Chiao Tung University	台湾
44	澳洲国立大学	The Australian National University	澳大利亚
45	英属哥伦比亚大学	University of British Columbia	加拿大
46	南加州大学	University of Southern California	美国
46	浙江大学	Zhejiang University	中国
48	新南威尔士大学	The University of New South Wales	澳大利亚
49	印度理工学院德里分校	Indian Institute of Technology Delhi (IITD)	印度
50	米兰理工大学	Politecnico di Milano	意大利
51-100	查尔姆斯工业大学	Chalmers University of Technology	瑞典
51-100	香港城市大学	City University of Hong Kong	香港
51-100	复旦大学	Fudan University	中国
51-100	汉阳大学	Hanyang University	韩国
51-100	印度科学学院	Indian Institute of Science (IISc) Bangalore	印度
51-100	印度理工学院孟买分校	Indian Institute of Technology Bombay (IITB)	印度
51-100	印度理工学院马德拉斯分校	Indian Institute of Technology Madras (IITM)	印度
51-100	鲁汶大学（荷语）	KU Leuven	比利时
51-100	卡尔斯鲁厄理工学院	KIT, Karlsruhe Institute of Technology	德国
51-100	高丽大学	Korea University	韩国
51-100	京都大学	Kyoto University	日本
51-100	隆德大学	Lund University	瑞典
51-100	麦吉尔大学	McGill University	加拿大
51-100	莫纳什大学	Monash University	澳大利亚
51-100	国立成功大学	National Cheng Kung University (NCKU)	台湾
51-100	俄亥俄州立大学	The Ohio State University	美国
51-100	大阪大学	Osaka University	日本
51-100	宾州州立大学公园分校	Pennsylvania State University	美国
51-100	浦项科技大学	Pohang University of Science And Technology (POSTECH)	韩国
51-100	马德里理工大学	Politécnica de Madrid	西班牙
51-100	都灵理工大学	Politecnico di Torino	意大利
51-100	亚琛工业大学	RWTH Aachen University	德国
51-100	皇家墨尔本理工大学	RMIT University	澳大利亚
51-100	罗马第一大学	Sapienza University of Rome	意大利
51-100	成均馆大学	Sungkyunkwan University (SKKU)	韩国
51-100	丹麦理工大学	Technical University of Denmark	丹麦
51-100	柏林工业大学	Technische Universität Berlin (TU Berlin)	德国
51-100	德州农工大学	Texas A&M University	美国
51-100	香港理工大学	The Hong Kong Polytechnic University	香港
51-100	奥克兰大学	The University of Auckland	新西兰
51-100	曼彻斯特大学	The University of Manchester	英国
51-100	悉尼大学	The University of Sydney	澳大利亚
51-100	东北大学（日本）	Tohoku University	日本
51-100	伦敦大学学院	UCL (University College London)	英国
51-100	加泰罗尼亚理工大学	Universitat Politècnica de Catalunya	西班牙
51-100	马来西亚国民大学	Universiti Kebangsaan Malaysia (UKM)	马来西亚
51-100	马来西亚理科大学	Universiti Sains Malaysia (USM)	马来西亚
51-100	马来西亚理工大学	Universiti Teknologi Malaysia	马来西亚
51-100	加州大学圣塔芭芭拉分校	University of California, Santa Barbara (UCSB)	美国
51-100	爱丁堡大学	The University of Edinburgh	英国
51-100	马里兰大学学院公园分校	University of Maryland, College Park	美国
51-100	宾夕法尼亚大学	University of Pennsylvania	美国
51-100	中国科学技术大学	University of Science and Technology of China	中国
51-100	南安普敦大学	University of Southampton	英国
51-100	华盛顿大学	University of Washington	美国
51-100	滑铁卢大学	University of Waterloo	加拿大
51-100	威斯康辛大学麦迪逊分校	University of Wisconsin-Madison	美国
51-100	弗吉尼亚理工学院	Virginia Polytechnic Institute and State University	美国
51-100	耶鲁大学	Yale University	美国
51-100	延世大学	Yonsei University	韩国
101-150	阿尔托大学	Aalto University	芬兰
101-150	亚利桑那州立大学	Arizona State University	美国
101-150	北京理工大学	Beijing Institute of Technology	中国
101-150	波士顿大学	Boston University	美国
101-150	法国中央理工学院	CentraleSupélec	法国
101-150	杜克大学	Duke University	美国
101-150	埃因霍温理工大学	Eindhoven University of Technology	荷兰
101-150	印度理工学院坎普尔分校	Indian Institute of Technology Kanpur (IITK)	印度
101-150	印度理工学院克勒格布尔分校	Indian Institute of Technology Kharagpur (IIT-KGP)	印度
101-150	约翰霍普金斯大学	Johns Hopkins University	美国
101-150	庆应义塾大学	Keio University	日本
101-150	法赫德国王石油与矿产大学	King Fahd University of Petroleum & Minerals	沙特
101-150	伦敦大学国王学院	King's College London	英国
101-150	九州大学	Kyushu University	日本
101-150	林雪平大学	Linköping University	瑞典
101-150	密歇根州立大学	Michigan State University	美国
101-150	南京大学	Nanjing University	中国
101-150	国立中央大学	National Central University	台湾
101-150	国立中山大学	National Sun Yat-sen University	台湾
101-150	国立台湾科技大学	National Taiwan University of Science and Technology (Taiwan Tech)	台湾
101-150	雅典国立科技大学	National Technical University of Athens	希腊
101-150	纽约大学	New York University (NYU)	美国
101-150	北卡罗来纳州立大学	North Carolina State University	美国
101-150	西北大学	Northwestern University	美国
101-150	莱斯大学	Rice University	美国
101-150	以色列理工学院	Technion - Israel Institute of Technology	以色列
101-150	达姆施塔特工业大学	Technische Universität Darmstadt	德国
101-150	德累斯顿工业大学	Technische Universität Dresden	德国
101-150	维也纳工业大学	Vienna University of Technology	奥地利
101-150	阿德雷德大学	The University of Adelaide	澳大利亚
101-150	诺丁汉大学	The University of Nottingham	英国
101-150	昆士兰大学	The University of Queensland	澳大利亚
101-150	华威大学	The University of Warwick	英国
101-150	西澳大学	The University of Western Australia	澳大利亚
101-150	墨西哥国立自治大学	Universidad Nacional Autónoma de México  (UNAM)	墨西哥
101-150	圣保罗大学	Universidade de São Paulo	巴西
101-150	坎皮纳斯大学	Universidade Estadual de Campinas (Unicamp)	巴西
101-150	博洛尼亚大学	Alma Mater Studiorum - University of Bologna	意大利
101-150	马来西亚博特拉大学	Universiti Putra Malaysia (UPM)	马来西亚
101-150	都柏林大学学院	University College Dublin	爱尔兰
101-150	阿尔伯塔大学	University of Alberta	加拿大
101-150	伯明翰大学	University of Birmingham	英国
101-150	科罗拉多大学博尔德分校	University of Colorado Boulder	美国
101-150	佛罗里达大学	University of Florida	美国
101-150	里斯本大学	University of Lisbon	葡萄牙
101-150	明尼苏达大学双城分校	University of Minnesota	美国
101-150	斯凯莱德大学	University of Strathclyde	英国
101-150	萨里大学	University of Surrey	英国
101-150	悉尼科技大学	University of Technology Sydney	澳大利亚
101-150	早稻田大学	Waseda University	日本
151-200	北京邮电大学	Beijing University of Posts and Telecommunications	中国
151-200	朱拉隆功大学	Chulalongkorn University	泰国
151-200	康考迪亚大学	Concordia University	加拿大
151-200	科廷大学	Curtin University	澳大利亚
151-200	布拉格工业大学	Czech Technical University in Prague	捷克
151-200	巴黎高等理工学院	Ecole Polytechnique	法国
151-200	格勒诺布尔理工学院	Institut polytechnique de Grenoble - Grenoble Institute of Technology	法国
151-200	哈尔滨工业大学	Harbin Institute of Technology	中国
151-200	北海道大学	Hokkaido University	日本
151-200	华中科技大学	Huazhong University of Science and Technology	中国
151-200	印度理工学院鲁尔基分校	Indian Institute of Technology Roorkee (IITR)	印度
151-200	墨西哥国立理工大学	Instituto Politécnico Nacional (IPN)	墨西哥
151-200	伊斯坦布尔理工大学	Istanbul Technical University	土耳其
151-200	庆熙大学	Kyung Hee University	韩国
151-200	中东理工大学	Middle East Technical University	土耳其
151-200	马来西亚多媒体大学	Multimedia University (MMU)	马来西亚
151-200	名古屋大学	Nagoya University	日本
151-200	挪威科技大学	Norwegian University of Science And Technology	挪威
151-200	皇后大学	Queen's University at Kingston	加拿大
151-200	昆士兰科技大学	Queensland University of Technology (QUT)	澳大利亚
151-200	伦斯勒理工学院	Rensselaer Polytechnic Institute	美国
151-200	上海大学	Shanghai University	中国
151-200	坦佩雷理工大学	Tampere University of Technology	芬兰
151-200	谢菲尔德大学	The University of Sheffield	英国
151-200	马德里卡洛斯三世大学	Universidad Carlos III de Madrid (UC3M)	西班牙
151-200	圣卡塔琳娜联邦大学	Universidade Federal de Santa Catarina	巴西
151-200	里约热内卢联邦大学	Universidade Federal do Rio de Janeiro	巴西
151-200	帕多瓦大学	Università di Padova	意大利
151-200	比萨大学	University of Pisa	意大利
151-200	埃尔朗根-纽伦堡大学	Friedrich-Alexander-Universität Erlangen-Nürnberg	德国
151-200	斯图加特大学	Universität Stuttgart	德国
151-200	鲁汶大学（法语）	Université catholique de Louvain (UCL)	比利时
151-200	蒙特利尔大学	Université de Montréal	加拿大
151-200	马来西亚石油大学	Universiti Teknologi Petronas (Petronas)	马来西亚
151-200	科克大学学院	University College Cork	爱尔兰
151-200	布里斯托大学	University of Bristol	英国
151-200	卡尔加里大学	University of Calgary	加拿大
151-200	加州大学戴维斯分校	University of California, Davis	美国
151-200	加州大学尔湾分校	University of California, Irvine	美国
151-200	电子科技大学	University of Electronic Science and Technology of China	中国
151-200	根特大学	Ghent University	比利时
151-200	利兹大学	University of Leeds	英国
151-200	圣母大学	University of Notre Dame	美国
151-200	田纳西大学	The University of Tennessee, Knoxville	美国
151-200	德克萨斯大学达拉斯分校	University of Texas Dallas	美国
151-200	特文特大学	University of Twente	荷兰
151-200	乌普萨拉大学	Uppsala University	瑞典
151-200	华沙工业大学	Warsaw University of Technology	波兰
151-200	武汉大学	Wuhan University	中国
151-200	西安交通大学	Xi’an Jiaotong University	中国
201-250	鲍曼大学	Bauman Moscow State Technical University	俄国
201-250	北京航空航天大学	Beihang University (former BUAA)	中国
201-250	毕尔坎特大学	Bilkent University	土耳其
201-250	海峡大学	Bogaziçi Üniversitesi	土耳其
201-250	布朗大学	Brown University	美国
201-250	布鲁内尔大学	Brunel University London	英国
201-250	卡迪夫大学	Cardiff University	英国
201-250	杜伦大学	Durham University	英国
201-250	赫瑞瓦特大学	Heriot-Watt University	英国
201-250	伊利诺伊理工学院	Illinois Institute of Technology	美国
201-250	阿卜杜勒国王科技大学	King Abdullah University of Science & Technology	沙特
201-250	沙特国王大学	King Saud University	沙特
201-250	庆北国立大学	Kyungpook National University	韩国
201-250	拉夫堡大学	Loughborough University	英国
201-250	麦克马斯特大学	McMaster University	加拿大
201-250	莫斯科物理技术学院	Moscow Institute of Physics and Technology (MIPT / Moscow Phystech)	俄国
201-250	国立中兴大学	National Chung Hsing University	台湾
201-250	国立台北科技大学	National Taipei University of Technology	台湾
201-250	纽卡斯尔大学（英国）	Newcastle University	英国
201-250	东北大学	Northeastern University	美国
201-250	圣彼得堡理工大学	Peter the Great Saint-Petersburg Polytechnic University	俄国
201-250	智利天主大学	Pontificia Universidad Católica de Chile (UC)	智利
201-250	釜山国立大学	Pusan National University	韩国
201-250	伦敦大学玛丽女王学院	Queen Mary University of London	英国
201-250	贝尔法斯特女王大学	Queen's University Belfast	英国
201-250	西江大学	Sogang University	韩国
201-250	东南大学	Southeast University	中国
201-250	中山大学	Sun Yat-sen University	中国
201-250	多特蒙德工业大学	TU Dortmund University	德国
201-250	塞维利亚大学	Universidad de Sevilla	西班牙
201-250	哥伦比亚国立大学	Universidad Nacional de Colombia	哥伦比亚
201-250	瓦伦西亚理工大学	Universidad Politècnica de València	西班牙
201-250	圣保罗州立大学	UNESP	巴西
201-250	那不勒斯腓特烈二世大学	University of Naples - Federico II	意大利
201-250	巴塞罗那自治大学	Universitat Autònoma de Barcelona	西班牙
201-250	巴塞罗那大学	University of Barcelona	西班牙
201-250	巴黎第六大学	Université Pierre et Marie Curie (UPMC)	法国
201-250	玛拉工艺大学	Universiti Teknologi MARA - UiTM	马来西亚
201-250	马来西亚国家能源大学	Universiti Tenaga Nasional (UNITEN)	马来西亚
201-250	亚利桑那大学	The University of Arizona	美国
201-250	坎特伯雷大学（新西兰）	University of Canterbury	新西兰
201-250	格拉斯哥大学	University of Glasgow	英国
201-250	伊利诺伊大学芝加哥分校	University of Illinois, Chicago (UIC)	美国
201-250	利物浦大学	University of Liverpool	英国
201-250	马萨诸塞大学阿默斯特分校	University of Massachusetts Amherst	美国
201-250	纽卡斯尔大学（澳洲）	The University of Newcastle, Australia (UON)	澳大利亚
201-250	渥太华大学	University of Ottawa	加拿大
201-250	波尔图大学	University of Porto	葡萄牙
201-250	南澳大学	University of South Australia	澳大利亚
201-250	卧龙岗大学	University of Wollongong	澳大利亚
201-250	华盛顿州立大学	Washington State University	美国
251-300	奥胡斯大学	Aarhus University	丹麦
251-300	亚里士多德大学	Aristotle University of Thessaloniki	希腊
251-300	北京交通大学	Beijing Jiaotong University	中国
251-300	北京工业大学	Beijing University of Technology	中国
251-300	布尔诺工业大学	Brno University of Technology	捷克
251-300	布达佩斯经济技术大学	Budapest University of Technology and Economics	匈牙利
251-300	全北国立大学	Chonbuk National University	韩国
251-300	韩国中央大学	Chung-Ang University	韩国
251-300	迪肯大学	Deakin University	澳大利亚
251-300	光州科技学院	Gwangju Institute of Science and Technology (GIST)	韩国
251-300	印度理工学院古瓦哈提分校	Indian Institute of Technology Guwahati (IITG)	印度
251-300	爱荷华州立大学	Iowa State University	美国
251-300	阿卜杜勒阿齐兹国王大学	King Abdulaziz University (KAU)	沙特
251-300	麦考瑞大学	Macquarie University	澳大利亚
251-300	国立中正大学	National Chung Cheng University	台湾
251-300	莫斯科核子研究大学	National Research Nuclear University MEPhI (Moscow Engineering Physics Institute)	俄国
251-300	国立台湾师范大学	National Taiwan Normal University	台湾
251-300	高威大学	National University of Ireland, Galway	爱尔兰
251-300	伊斯兰堡国立科技大学	National University of Sciences And Technology (NUST) Islamabad	巴基斯坦
251-300	华北电力大学	North China Electric Power University	中国
251-300	瑞尔森大学MBA项目	Ryerson MBA	加拿大
251-300	比萨圣安娜大学	Scuola Superiore Sant'Anna Pisa di Studi Universitari e di Perfezionamento	意大利
251-300	世宗大学	Sejong University	韩国
251-300	雪城大学	Syracuse University	美国
251-300	格拉茨工业大学	Graz University of Technology	奥地利
251-300	蒙特雷理工学院	Instituto Tecnológico y de Estudios Superiores de Monterrey	墨西哥
251-300	特拉维夫大学	Tel Aviv University	以色列
251-300	巴黎高等电信学院	TELECOM ParisTech	法国
251-300	托木斯克理工大学	National Research Tomsk Polytechnic University	俄国
251-300	都柏林三一学院	Trinity College Dublin, The University of Dublin	爱尔兰
251-300	布宜诺斯艾利斯大学	Universidad de Buenos Aires (UBA)	阿根廷
251-300	萨拉戈萨大学	Universidad de Zaragoza	西班牙
251-300	圣玛丽亚联邦理工大学	Universidad Técnica Federico Santa María (USM)	智利
251-300	米纳斯吉拉斯联邦大学	Universidade Federal de Minas Gerais	巴西
251-300	南里奥格兰德联邦大学	Universidade Federal do Rio Grande Do Sul	巴西
251-300	热那亚大学	University of Genoa	意大利
251-300	帕维亚大学	Università degli Studi di Pavia	意大利
251-300	罗马第二大学	University of Rome Tor Vergata	意大利
251-300	特伦托大学	University of Trento	意大利
251-300	弗莱堡大学	Albert-Ludwigs-Universitaet Freiburg	德国
251-300	魁北克大学	Université du Québec	加拿大
251-300	格勒诺布尔大学	Université Grenoble-Alpes	法国
251-300	巴斯大学	University of Bath	英国
251-300	科英布拉大学	University of Coimbra	葡萄牙
251-300	匹兹堡大学	University of Pittsburgh	美国
251-300	弗吉尼亚大学	University of Virginia	美国
251-300	布加勒斯特理工大学	University Politehnica of Bucharest	罗马尼亚
251-300	西安大略大学	The University of Western Ontario	加拿大
251-300	西安电子科技大学	Xidian University	中国
251-300	横滨国立大学	Yokohama National University	日本
301-350	亚洲大学	Ajou University	韩国
301-350	安娜大学	Anna University	印度
301-350	泰国亚洲理工学院	Asian Institute of Technology, Thailand	泰国
301-350	万隆理工学院	Bandung Institute of Technology (ITB)	印尼
301-350	本古里安大学	Ben Gurion University of The Negev	以色列
301-350	开罗大学	Cairo University	埃及
301-350	卡尔顿大学	Carleton University	加拿大
301-350	千叶大学	Chiba University	日本
301-350	重庆大学	Chongqing University	中国
301-350	达特茅斯学院	Dartmouth College	美国
301-350	德雷塞尔大学	Drexel University	美国
301-350	都柏林城市大学	Dublin City University	爱尔兰
301-350	都柏林理工学院	Dublin Institute of Technology	爱尔兰
301-350	格里菲斯大学	Griffith University	澳大利亚
301-350	仁荷大学	Inha University	韩国
301-350	拉卡班先皇理工学院	King Mongkut's Institute of Technology Ladkrabang	泰国
301-350	汉诺威大学	Leibniz Universität Hannover	德国
301-350	南开大学	Nankai University	中国
301-350	里约热内卢天主大学	Pontifícia Universidade Católica do Rio de Janeiro	巴西
301-350	波鸿大学	Ruhr-Universität Bochum	德国
301-350	罗格斯大学	Rutgers University - New Brunswick	美国
301-350	沙里夫理工大学	Sharif University of Technology	伊朗
301-350	西门菲莎大学	Simon Fraser University	加拿大
301-350	华南理工大学	South China University of Technology	中国
301-350	布伦瑞克工业大学	Technische Universität Braunschweig	德国
301-350	天津大学	Tianjin University	中国
301-350	首都大学东京	Tokyo Metropolitan University	日本
301-350	马德里自治大学	Universidad Autónoma de Madrid	西班牙
301-350	智利大学	Universidad de Chile	智利
301-350	新葡京大学	Universidade Nova de Lisboa	葡萄牙
301-350	佛罗伦萨大学	University of Florence	意大利
301-350	米兰大学	University of Milan	意大利
301-350	里尔第一大学	Université Lille 1, Sciences et Technologies	法国
301-350	马来西亚玻璃市大学	Universiti Malaysia Perlis	马来西亚
301-350	贝尔格莱德大学	University of Belgrade	塞尔维亚
301-350	开普敦大学	University of Cape Town	南非
301-350	休斯敦大学	University of Houston	美国
301-350	奥卢大学	University of Oulu	芬兰
301-350	帕特雷大学	University of Patras	希腊
301-350	比勒陀利亚大学	University of Pretoria	南非
301-350	雷丁大学	University of Reading	英国
301-350	罗切斯特大学	University of Rochester	美国
301-350	德黑兰大学	University of Tehran	伊朗
301-350	筑波大学	University of Tsukuba	日本
301-350	约克大学（英国）	University of York	英国
301-350	范德堡大学	Vanderbilt University	美国
301-350	布鲁塞尔自由大学（荷语）	Vrije Universiteit Brussel (VUB)	比利时
301-350	圣路易斯华盛顿大学	Washington University in St. Louis	美国
301-350	弗罗茨瓦夫工业大学	Wroclaw University of Technology	波兰
351-400	波兰矿冶大学	AGH University of Science and Technology	波兰
351-400	阿斯顿大学	Aston University	英国
351-400	奥克兰理工大学	Auckland University of Technology (AUT)	新西兰
351-400	清迈大学	Chiang Mai University	泰国
351-400	全南国立大学	Chonnam National University	韩国
351-400	伦敦城市大学	City, University of London	英国
351-400	科罗拉多矿业学院	Colorado School of Mines	美国
351-400	科罗拉多州立大学	Colorado State University	美国
351-400	巴基斯坦信息技术学院	COMSATS Institute of Information Technology	巴基斯坦
351-400	大连理工大学	Dalian University of Technology	中国
351-400	梨花女子大学	Ewha Womans University	韩国
351-400	佛罗里达州立大学	Florida State University	美国
351-400	哈尔滨工程大学	Harbin Engineering University	中国
351-400	广岛大学	Hiroshima University	日本
351-400	马来西亚国际伊斯兰大学	International Islamic University Malaysia (IIUM)	马来西亚
351-400	贾达普大学	Jadavpur University	印度
351-400	吉林大学	Jilin University	中国
351-400	林茨大学	Johannes Kepler University Linz	奥地利
351-400	神户大学	Kobe University	日本
351-400	九州工业大学	Kyushu Institute of Technology	日本
351-400	拉瓦尔大学	Laval University	加拿大
351-400	梅西大学	Massey University	新西兰
351-400	巴黎高等矿业学院	Mines, ParisTech	法国
351-400	莫斯科动力学院	National Research University Moscow Power Engineering Institute (MPEI)	俄国
351-400	新西伯利亚国立科技大学	Novosibirsk State Technical University	俄国
351-400	巴里理工大学	Politecnico di Bari	意大利
351-400	圣彼得堡电气大学	Saint-Petersburg Electrotechnical University	俄国
351-400	史蒂文斯理工学院	Stevens Institute of Technology	美国
351-400	斯威本科技大学	Swinburne University of Technology	澳大利亚
351-400	同济大学	Tongji University	中国
351-400	伯南布哥联邦大学	Universidade Federal do Pernambuco	巴西
351-400	蒙彼利埃大学	Université de Montpellier	法国
351-400	布鲁塞尔自由大学（法语）	Universite libre de Bruxelles	比利时
351-400	尼斯大学	Université Nice Sophia Antipolis	法国
351-400	巴黎第十一大学	Université Paris-Sud	法国
351-400	马来西亚侯赛因大学	Universiti Tun Hussein Onn  Malaysia (UTHM)	马来西亚
351-400	东姑阿都拉曼大学	Universiti Tunku Abdul Rahman (UTAR)	马来西亚
351-400	阿伯丁大学	University of Aberdeen	英国
351-400	阿威罗大学	University of Aveiro	葡萄牙
351-400	加州大学河滨分校	University of California, Riverside	美国
351-400	特拉华大学	University of Delaware	美国
351-400	德里大学	University of Delhi	印度
351-400	拉合尔工程技术大学	University of Engineering & Technology (UET) Lahore	巴基斯坦
351-400	格罗宁根大学	University of Groningen	荷兰
351-400	列日大学	Université de Liège	比利时
351-400	新墨西哥大学	University of New Mexico	美国
351-400	南卡罗来纳大学	University of South Carolina	美国
351-400	维多利亚大学（加拿大）	University of Victoria	加拿大
351-400	乌拉尔联邦大学	Ural Federal University	俄国
351-400	维多利亚大学（澳洲）	Victoria University	澳大利亚
351-400	惠灵顿维多利亚大学	Victoria University of Wellington	新西兰
351-400	伍斯特理工学院	Worcester Polytechnic Institute	美国
1	麻省理工学院	Massachusetts Institute of Technology (MIT)	美国
2	斯坦福大学	Stanford University	美国
3	卡耐基梅隆大学	Carnegie Mellon University	美国
4	加州大学伯克利分校	University of California, Berkeley (UCB)	美国
5	剑桥大学	University of Cambridge	英国
6	哈佛大学	Harvard University	美国
7	牛津大学	University of Oxford	英国
8	普林斯顿大学	Princeton University	美国
9	苏黎世联邦理工学院	ETH Zurich - Swiss Federal Institute of Technology	瑞士
10	新加坡国立大学	National University of Singapore (NUS)	新加坡
10	多伦多大学	University of Toronto	加拿大
12	帝国理工学院	Imperial College London	英国
13	加州大学洛杉矶分校	University of California, Los Angeles (UCLA)	美国
14	墨尔本大学	The University of Melbourne	澳大利亚
15	清华大学	Tsinghua University	中国
16	北京大学	Peking University	中国
16	华盛顿大学	University of Washington	美国
18	东京大学	The University of Tokyo	日本
19	香港科技大学	The Hong Kong University of Science and Technology	香港
20	南洋理工大学	Nanyang Technological University, Singapore (NTU)	新加坡
21	康奈尔大学	Cornell University	美国
21	爱丁堡大学	The University of Edinburgh	英国
23	英属哥伦比亚大学	University of British Columbia	加拿大
24	洛桑联邦理工学院	Ecole Polytechnique Fédérale de Lausanne (EPFL)	瑞士
24	香港大学	The University of Hong Kong	香港
26	德克萨斯大学奥斯汀分校	University of Texas at Austin	美国
27	加州理工学院	California Institute of Technology (Caltech)	美国
28	佐治亚理工学院	Georgia Institute of Technology	美国
29	哥伦比亚大学	Columbia University	美国
30	伊利诺伊大学厄本那-香槟分校	University of Illinois at Urbana-Champaign	美国
31	滑铁卢大学	University of Waterloo	加拿大
32	纽约大学	New York University (NYU)	美国
33	韩国高等科技学院	KAIST - Korea Advanced Institute of Science & Technology	韩国
34	耶鲁大学	Yale University	美国
35	香港中文大学	The Chinese University of Hong Kong (CUHK)	香港
36	澳洲国立大学	The Australian National University	澳大利亚
37	伦敦大学学院	UCL (University College London)	英国
38	首尔国立大学	Seoul National University	韩国
39	宾夕法尼亚大学	University of Pennsylvania	美国
40	慕尼黑工业大学	Technical University of Munich	德国
41	国立台湾大学	National Taiwan University (NTU)	台湾
42	新南威尔士大学	The University of New South Wales (UNSW Australia)	澳大利亚
43	悉尼大学	The University of Sydney	澳大利亚
44	加州大学圣地亚哥分校	University of California, San Diego (UCSD)	美国
45	上海交通大学	Shanghai Jiao Tong University	中国
46	密歇根大学安娜堡分校	University of Michigan	美国
47	马里兰大学学院公园分校	University of Maryland, College Park	美国
48	莫斯科国立大学	Lomonosov Moscow State University	俄国
49	米兰理工大学	Politecnico di Milano	意大利
50	南加州大学	University of Southern California	美国
51-100	奥胡斯大学	Aarhus University	丹麦
51-100	波士顿大学	Boston University	美国
51-100	香港城市大学	City University of Hong Kong	香港
51-100	代尔夫特理工大学	Delft University of Technology	荷兰
51-100	杜克大学	Duke University	美国
51-100	巴黎高等师范学院	Ecole normale supérieure, Paris	法国
51-100	复旦大学	Fudan University	中国
51-100	印度理工学院孟买分校	Indian Institute of Technology Bombay (IITB)	印度
51-100	印度理工学院德里分校	Indian Institute of Technology Delhi (IITD)	印度
51-100	约翰霍普金斯大学	Johns Hopkins University	美国
51-100	鲁汶大学（荷语）	KU Leuven	比利时
51-100	伦敦大学国王学院	King's College London	英国
51-100	卡尔斯鲁厄理工学院	KIT, Karlsruhe Institute of Technology	德国
51-100	高丽大学	Korea University	韩国
51-100	瑞典皇家理工学院	KTH Royal Institute of Technology	瑞典
51-100	京都大学	Kyoto University	日本
51-100	慕尼黑大学	Ludwig-Maximilians-Universität München	德国
51-100	麦吉尔大学	McGill University	加拿大
51-100	莫纳什大学	Monash University	澳大利亚
51-100	国立清华大学	National Tsing Hua University	台湾
51-100	宾州州立大学公园分校	Pennsylvania State University	美国
51-100	浦项科技大学	Pohang University of Science And Technology (POSTECH)	韩国
51-100	都灵理工大学	Politecnico di Torino	意大利
51-100	普渡大学西拉法叶分校	Purdue University	美国
51-100	亚琛工业大学	RWTH Aachen University	德国
51-100	皇家墨尔本理工大学	RMIT University	澳大利亚
51-100	罗马第一大学	Sapienza University of Rome	意大利
51-100	成均馆大学	Sungkyunkwan University (SKKU)	韩国
51-100	以色列理工学院	Technion - Israel Institute of Technology	以色列
51-100	柏林工业大学	Technische Universität Berlin (TU Berlin)	德国
51-100	维也纳工业大学	Vienna University of Technology	奥地利
51-100	香港理工大学	The Hong Kong Polytechnic University	香港
51-100	奥克兰大学	The University of Auckland	新西兰
51-100	曼彻斯特大学	The University of Manchester	英国
51-100	昆士兰大学	The University of Queensland	澳大利亚
51-100	东京工业大学	Tokyo Institute of Technology	日本
51-100	圣保罗大学	Universidade de São Paulo	巴西
51-100	坎皮纳斯大学	Universidade Estadual de Campinas (Unicamp)	巴西
51-100	博洛尼亚大学	Alma Mater Studiorum - University of Bologna	意大利
51-100	马来亚大学	Universiti Malaya (UM)	马来西亚
51-100	马来西亚理科大学	Universiti Sains Malaysia (USM)	马来西亚
51-100	马来西亚理工大学	Universiti Teknologi Malaysia	马来西亚
51-100	阿姆斯特丹大学	University of Amsterdam	荷兰
